Id_estacio;Nom_Est;Longitud_geo;Latitud_geo;alt_est;ET_mmy;Porc_datos;Celda_XY;Cant_Est;departamento;municipio;AH;ZSZH;vereda;SUBREGION;depto_region
25025210;PINILLOS [25025210];-74,4577741;8,911391202;19;1589;84;(10-8);14;Bolivar;Pinillos;MagdalenaCauca;DirectosBajoMagdalenaentreElBancoyElPlato;;;Bolivar - 
25015010;CENTRO ALEGRE [25015010];-75,63227629;8,180777212;94;1565;82;(9-6);6;Cordoba;PlanetaRica;MagdalenaCauca;CaucaSanJorgeLaMojana;SANTANA;;Cordoba - 
25021550;PLANETA RICA [25021550];-75,56666689;8,416662775;64;1574;8;(9-6);6;Cordoba;PlanetaRica;MagdalenaCauca;CaucaSanJorgeLaMojana;NARANJAL;;Cordoba - 
25025190;PLANETA RICA - AUT [25025190];-75,58371992;8,399329545;82;1569;77;(9-6);6;Cordoba;PlanetaRica;MagdalenaCauca;CaucaSanJorgeLaMojana;PAMPLONA;;Cordoba - 
25020600;SAJONIA HACIENDA - AUT [25020600];-75,60139261;8,489721553;109;1560;65;(9-6);6;Cordoba;PuebloNuevo;MagdalenaCauca;CaucaSanJorgeLaMojana;EL BRAZAL;;Cordoba - 
25020710;CINTURA [25020710];-75,27389156;8,420003755;21;1588;90;(9-6);6;Cordoba;PuebloNuevo;MagdalenaCauca;CaucaSanJorgeLaMojana;SIN DEFINIR;;Cordoba - 
54010020;LINEA LA PORVENIR [54010020];-75,97941522;5,171555204;1976;1074;93;(2-5);17;Risaralda;PuebloRico;MagdalenaCauca;RioRisaralda;CIAT;;Risaralda - 
54015010;PUEBLO RICO - AUT [54015010];-76,03163547;5,233441247;1476;1187;72;(2-5);17;Risaralda;PuebloRico;Pacifico;RioSanJuanAlto;SANTA E;;Risaralda - 
26170150;PUEBLORRICO [26170150];-75,8388089;5,791055886;1813;1109;98;(3-5);11;Antioquia;Pueblorrico;MagdalenaCauca;RioFRioyOtrosDirectosalCauca;;SUROESTE;Antioquia - Suroeste
23090020;VIRGINIAS [23090020];-74,68180177;6,393555033;620;1409;84;(5-8);9;Antioquia;PuertoBerRio;MagdalenaCauca;RioSanBartoloyotrosdirectosalMagdalenaMedio;VIRGINIAS;Magdalena medio;Antioquia - Magdalena medio
23090040;PUERTO BERRIO [23090040];-74,39999688;6,499997784;97;1564;14;(5-8);9;Antioquia;PuertoBerRio;MagdalenaCauca;RioSanBartoloyotrosdirectosalMagdalenaMedio;EL JARDIN;Magdalena medio;Antioquia - Magdalena medio
23090080;PUERTO BERRIO [23090080];-74,39999688;6,499997784;97;1564;0;(5-8);9;Antioquia;PuertoBerRio;MagdalenaCauca;RioSanBartoloyotrosdirectosalMagdalenaMedio;EL JARDIN;Magdalena medio;Antioquia - Magdalena medio
23090090;POZOS LOS [23090090];-74,38333506;6,499998379;104;1562;13;(5-8);9;Antioquia;PuertoBerRio;MagdalenaCauca;DirectosalMagdalenaMedioentreRiosNegro;PUERTO OLAYA;;Antioquia - 
23090100;SAN JUAN BEDUTH [23090100];-74,44999896;6,599997215;152;1547;32;(5-8);9;Antioquia;PuertoBerRio;MagdalenaCauca;RioSanBartoloyotrosdirectosalMagdalenaMedio;SAN JUAN DE BEDOUT;Magdalena medio;Antioquia - Magdalena medio
23090110;MURILLO [23090110];-74,39528109;6,603057524;118;1557;69;(5-8);9;Antioquia;PuertoBerRio;MagdalenaCauca;RioSanBartoloyotrosdirectosalMagdalenaMedio;SAN JUAN DE BEDOUT;Magdalena medio;Antioquia - Magdalena medio
23095010;AEROPUERTO PUERTO BERRIO [23095010];-74,41221938;6,46499685;106;1561;72;(5-8);9;Antioquia;PuertoBerRio;MagdalenaCauca;RioSanBartoloyotrosdirectosalMagdalenaMedio;MALENA;Magdalena medio;Antioquia - Magdalena medio
23100050;BODEGA LA [23100050];-74,40999729;6,715832539;147;1548;46;(6-8);8;Antioquia;PuertoBerRio;MagdalenaCauca;RioSanBartoloyotrosdirectosalMagdalenaMedio;SAN BARTOLO;Magdalena medio;Antioquia - Magdalena medio
23110010;PUERTO BOYACA [23110010];-74,60000029;5,949998996;139;1551;1;(4-8);6;Boyaca;PuertoBoyaca;MagdalenaCauca;DirectosalMagdalenaMedioentreRiosNegro;PUERTO NINO;;Boyaca - 
23110030;PUERTO NINO [23110030];-74,4217769;5,937531302;186;1536;88;(4-8);6;Boyaca;PuertoBoyaca;MagdalenaCauca;DirectosalMagdalenaMedioentreRiosNegro;LA PIZARRA;;Boyaca - 
23110040;TRIQUE EL [23110040];-74,56834458;5,880892192;149;1548;87;(4-8);6;Boyaca;PuertoBoyaca;MagdalenaCauca;DirectosalMagdalenaMedioentreRiosNegro;EL PESCADO;;Boyaca - 
23115010;PUERTO BOYACA [23115010];-74,56666811;5,978329131;140;1551;73;(4-8);6;Boyaca;PuertoBoyaca;MagdalenaCauca;DirectosalMagdalenaMedioentreRiosNegro;PUERTO NINO;;Boyaca - 
12040010;JARAMAGAL [12040010];-76,22083658;8,9008352;56;1577;88;(10-4);5;Cordoba;PuertoEscondido;Caribe;LitoralRioCanaleteyotrosArroyosDirectosalCaribe;LA Caña DE CANALETE;;Cordoba - 
12045020;CRISTO REY - AUT [12045020];-76,22444204;9,071113723;9;1592;86;(11-4);1;Cordoba;PuertoEscondido;Caribe;LitoralRioCanaleteyotrosArroyosDirectosalCaribe;CRISTO REY;;Cordoba - 
25010010;PUERTO LIBERTADOR [25010010];-75,67999628;7,890274586;54;1577;59;(8-6);10;Cordoba;PuertoLibertador;MagdalenaCauca;CaucaAltoSanJorge;CABECERA;;Cordoba - 
25010110;ACACIAS LAS HACIENDA [25010110];-75,6472213;8,006111987;51;1578;68;(8-6);10;Cordoba;PuertoLibertador;MagdalenaCauca;CaucaAltoSanJorge;MORALITO;;Cordoba - 
23080720;CANTERAS [23080720];-74,67433406;6,276170931;165;1543;64;(5-8);9;Antioquia;PuertoNare;MagdalenaCauca;RioNare;CANTERAS;Magdalena medio;Antioquia - Magdalena medio
23125040;CAMPO CAPOTE [23125040];-73,92055825;6,616114133;120;1557;87;(5-9);8;Santander;PuertoParra;MagdalenaCauca;RioOpon;CAMPO CAPOTE;;Santander - 
23125050;CARARE [23125050];-74,06138504;6,649447561;95;1565;83;(5-9);8;Santander;PuertoParra;MagdalenaCauca;RioCarare(Minero);;;Santander - 
23030010;ESPERANZA LA HACIENDA [23030010];-74,63333526;5,466669405;214;1528;5;(3-8);10;Cundinamarca;PuertoSalgar;MagdalenaCauca;DirectosalMagdalenaentreRiosSecoyNegro(md);AREA URBANA;;Cundinamarca - 
23035020;AEROPUERTO PALANQUERO [23035020];-74,65472528;5,471387284;169;1542;73;(3-8);10;Cundinamarca;PuertoSalgar;MagdalenaCauca;DirectosalMagdalenaentreRiosSecoyNegro(md);AREA URBANA;;Cundinamarca - 
23060150;PUERTO LIBRE [23060150];-74,62733705;5,758280303;160;1544;87;(3-8);10;Cundinamarca;PuertoSalgar;MagdalenaCauca;RioNegro;EL GUAYABO;;Cundinamarca - 
23180020;PUERTO WILCHES [23180020];-73,89305258;7,348614623;62;1575;98;(7-10);18;Santander;PuertoWilches;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;CENTRO;;Santander - 
23180100;SITIO NUEVO [23180100];-73,80083693;7,78333389;51;1578;90;(8-10);4;Santander;PuertoWilches;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;SITIO NUEVO;;Santander - 
23180110;PATURIA [23180110];-73,82527838;7,586113377;59;1576;89;(7-10);18;Santander;PuertoWilches;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;PATURIA;;Santander - 
23180120;COQUERA LA [23180120];-73,91917005;7,222780911;72;1572;88;(7-9);5;Santander;PuertoWilches;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;EL PEDRAL;;Santander - 
24065010;BRISAS LAS HACIENDA [24065010];-73,79000373;7,246114997;88;1567;83;(7-10);18;Santander;PuertoWilches;MagdalenaCauca;RioSogamoso;PUENTE SOGAMOSO;;Santander - 
11040010;TUTUNENDO [11040010];-76,5378063;5,743610284;52;1578;98;(3-4);5;Choco;Quibdo;Caribe;DarienRioBebaramayotrosDirectosAtrato(md);TUTUNUENDO;;Choco - 
11045010;AEROPUERTO EL CARANO [11045010];-76,64377331;5,690558246;56;1577;95;(3-3);7;Choco;Quibdo;Caribe;DarienRioCabiyotrosDirectosAtrato(md);SAN FRANCISCO DE QUIBDO;;Choco - 
11045030;HUAPANGO [11045030];-76,63333738;5,69999947;53;1578;5;(3-3);7;Choco;Quibdo;Caribe;DarienRioCabiyotrosDirectosAtrato(md);SIN DEFINIR;;Choco - 
11050010;TAGACHI [11050010];-76,72702476;6,221776975;17;1589;97;(4-3);4;Choco;Quibdo;Caribe;DarienDirectosAtratoentreRiosBebaramayMurri(md);TAGACHI;;Choco - 
11050040;CALAORRA [11050040];-76,84999962;5,766666189;57;1576;28;(3-3);7;Choco;Quibdo;Caribe;DarienDirectosAtratoentreRiosQuitoyBojaya(mi);SIN DEFINIR;;Choco - 
26170250;IRRA [26170250];-75,66666484;5,266662751;764;1369;29;(2-6);13;Risaralda;Quinchia;MagdalenaCauca;RioTapiasyotrosdirectosalCauca;TAPIAS;;Risaralda - 
26170260;GUERRERITO [26170260];-75,66497667;5,281053388;756;1371;80;(2-6);13;Risaralda;Quinchia;MagdalenaCauca;RioFRioyOtrosDirectosalCauca;IRRA;;Risaralda - 
23125140;AEROPUERTO FURATENA - AUT [23125140];-74,18241782;5,520831371;1222;1249;55;(3-9);15;Boyaca;Quipama;MagdalenaCauca;RioCarare(Minero);;;Boyaca - 
23175020;AEROPUERTO OTU [23175020];-74,71630742;7,011752208;628;1406;93;(6-8);8;Antioquia;Remedios;MagdalenaCauca;RioCimitarrayotrosdirectosalMagdalena;OTU;Nordeste;Antioquia - Nordeste
27010680;MACARENA LA HACIENDA [27010680];-74,84999572;7,050002296;507;1441;5;(6-7);10;Antioquia;Remedios;MagdalenaCauca;RioPorce;MATA EL SILENCIO;Nordeste;Antioquia - Nordeste
27030080;CRUZADA LA [27030080];-74,71505658;7,068056665;715;1382;77;(6-8);8;Antioquia;Remedios;MagdalenaCauca;BajoNechi(md);JUAN BRAN;Nordeste;Antioquia - Nordeste
27030240;PUENTE BAGRE [27030240];-74,59999916;7,116663602;221;1526;30;(6-8);8;Antioquia;Remedios;MagdalenaCauca;BajoNechi(md);BOMINAS;Nordeste;Antioquia - Nordeste
23190580;SAN DANIEL HACIENDA [23190580];-73,61877796;8,088751385;80;1569;75;(9-10);4;Cesar;RioDeOro;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;CRUCE DE PATIÑO;;Cesar - 
23085260;LA SELVA - AUT [23085260];-75,41455152;6,131918805;2117;1044;81;(4-6);19;Antioquia;Rionegro;MagdalenaCauca;RioNare;TRES PUERTAS;Oriente;Antioquia - Oriente
23085270;AEROPUERTO J.M. CORDOVA - AUT [23085270];-75,43000064;6,169996657;2139;1039;74;(4-6);19;Antioquia;Rionegro;MagdalenaCauca;RioNare;AEROPUERTO;Oriente;Antioquia - Oriente
23190240;CNO SIETE [23190240];-73,44999946;7,399998359;118;1557;11;(7-11);18;Santander;Rionegro;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;CRUCE ROBLEDO;;Santander - 
23190250;CAMPOHERMOSO [23190250];-73,43333417;7,433333917;101;1563;15;(7-11);18;Santander;Rionegro;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;VENECIA;;Santander - 
23190310;SAN IGNACIO [23190310];-73,1500029;7,233337857;655;1399;3;(7-11);18;Santander;Rionegro;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;ALTO DE PAJA;;Santander - 
23190350;LLANO DE PALMAS [23190350];-73,19536087;7,240134898;789;1362;99;(7-11);18;Santander;Rionegro;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;LLANO DE PALMAS;;Santander - 
23190360;PORTACHUELO [23190360];-73,1649988;7,328053155;777;1365;95;(7-11);18;Santander;Rionegro;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;PORTACHUELO;;Santander - 
23190460;PAPAYAL [23190460];-73,64888652;7,61555844;59;1576;80;(7-10);18;Santander;Rionegro;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;PUERTO ARTURO;;Santander - 
23190470;PALMERAS HACIENDA [23190470];-73,5333349;7,550002443;78;1570;13;(7-10);18;Santander;Rionegro;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;TALADRO;;Santander - 
23190550;SAMARKANDA [23190550];-73,53333013;7,69999792;62;1575;2;(8-10);4;Santander;Rionegro;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;PACHO DIAZ;;Santander - 
23190570;TAMBOR EL HACIENDA [23190570];-73,25000191;7,299997075;375;1479;10;(7-11);18;Santander;Rionegro;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;TAMBOR;;Santander - 
23195070;MAGARA [23195070];-73,58333069;7,59999708;69;1573;0;(7-10);18;Santander;Rionegro;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;SAN RAFAEL;;Santander - 
26255030;SANTA ISABEL VALDIVIA - AUT [26255030];-75,4400011;6,15999587;2162;1035;6;(4-6);19;Antioquia;Rionegro;MagdalenaCauca;RioNare;LA CONVENCION;Oriente;Antioquia - Oriente
11030040;PAIMADO [11030040];-76,74086496;5,481608133;37;1583;76;(3-3);7;Choco;RioQuito(Paimado);Caribe;DarienRioQuito;SIN DEFINIR;;Choco - 
11035020;SAN ISIDRO [11035020];-76,74971985;5,626165172;36;1583;72;(3-3);7;Choco;RioQuito(Paimado);Caribe;DarienRioQuito;SIN DEFINIR;;Choco - 
11120010;SALAQUI [11120010];-77,2833303;7,433337206;10;1591;10;(7-2);4;Choco;Riosucio;Caribe;DarienRioSalaquiyotrosdirectosBajoAtrato;SIN DEFINIR;;Choco - 
11120040;RIOSUCIO [11120040];-77,115281;7,439444152;3;1594;80;(7-2);4;Choco;Riosucio;Caribe;DarienRioSucio;SIN DEFINIR;;Choco - 
11125010;TERESITA LA [11125010];-77,49999623;7,00000369;89;1566;38;(6-2);2;Choco;Riosucio;Caribe;DarienRioSalaquiyotrosdirectosBajoAtrato;SIN DEFINIR;;Choco - 
11130020;HONDA LA [11130020];-77,12555683;7,576669899;5;1593;71;(7-2);4;Choco;Riosucio;Caribe;DarienRioSalaquiyotrosdirectosBajoAtrato;SIN DEFINIR;;Choco - 
11130030;SAUTATA [11130030];-77,16666603;7,866665061;222;1525;2;(8-2);3;Choco;Riosucio;Caribe;DarienRioTanelayotrosDirectosalCaribe;PUEBLO REGADO;;Choco - 
11135010;SAUTATA [11135010];-77,11666909;7,849999602;8;1592;53;(8-2);3;Choco;Riosucio;Caribe;DarienRioTanelayotrosDirectosalCaribe;SIN DEFINIR;;Choco - 
11135020;BALSA LA [11135020];-77,20000229;7,516666905;4;1593;11;(7-2);4;Choco;Riosucio;Caribe;DarienRioSalaquiyotrosdirectosBajoAtrato;SIN DEFINIR;;Choco - 
11145010;BAJIRA [11145010];-76,66666927;7,383329919;26;1586;15;(7-3);4;Choco;Riosucio;Caribe;DarienRioSucio;LOS CEDROS;URABA;Choco - Urabá
26170290;RIOSUCIO [26170290];-75,73025023;5,424776554;1938;1082;68;(3-5);11;Caldas;Riosucio;MagdalenaCauca;RioFRioyOtrosDirectosalCauca;PUEBLO VIEJO;;Caldas - 
26175010;RIOSUCIO [26175010];-75,69999747;5,433328901;1789;1115;2;(3-6);20;Caldas;Riosucio;MagdalenaCauca;RioFRioyOtrosDirectosalCauca;LAS MINAS;;Caldas - 
26175020;INSTITUCION LOS FUNDADORE [26175020];-75,71666771;5,433335432;1682;1139;14;(3-5);11;Caldas;Riosucio;MagdalenaCauca;RioFRioyOtrosDirectosalCauca;SANTA CECILIA;;Caldas - 
26175050;RIOSUCIO [26175050];-75,69999747;5,433328901;1789;1115;8;(3-6);20;Caldas;Riosucio;MagdalenaCauca;RioFRioyOtrosDirectosalCauca;LAS MINAS;;Caldas - 
25025220;NOROSI [25025220];-74,05000209;8,533336944;128;1554;44;(10-9);3;Bolivar;Rioviejo;MagdalenaCauca;DirectosalMagdalena(BrazoMorales);SIN DEFINIR;;Bolivar - 
26170270;MARGARITA LA [26170270];-75,71666771;5,133330716;1022;1300;18;(2-5);17;Caldas;Risaralda;MagdalenaCauca;RioFRioyOtrosDirectosalCauca;LA PERLA;;Caldas - 
23180030;CASA NUEVA [23180030];-73,54999906;7,533331692;76;1570;53;(7-10);18;Santander;SabanaDeTorres;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;IRLANDA;;Santander - 
23180040;PORVENIR EL [23180040];-73,48278189;7,452774624;96;1564;90;(7-10);18;Santander;SabanaDeTorres;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;BOCAS DE LA TRIGRA;;Santander - 
23180050;ESTABLO EL [23180050];-73,59805961;7,54138555;73;1571;89;(7-10);18;Santander;SabanaDeTorres;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;VILLA DE EVA;;Santander - 
23180060;RETIRADA LA [23180060];-73,56667103;7,516669423;68;1573;55;(7-10);18;Santander;SabanaDeTorres;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;IRLANDA;;Santander - 
23180070;SABANA DE TORRES [23180070];-73,48944862;7,390002757;151;1547;96;(7-10);18;Santander;SabanaDeTorres;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;;;Santander - 
23180080;ELOY VALENZUELA [23180080];-73,67833712;7,489446163;79;1570;90;(7-10);18;Santander;SabanaDeTorres;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;VERACRUZ KM 80;;Santander - 
23185010;VILLA LEIVA [23185010];-73,53721872;7,45611432;85;1568;96;(7-10);18;Santander;SabanaDeTorres;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;VILLA DE LEYVA;;Santander - 
23190210;MAGARA [23190210];-73,68139182;7,593330124;57;1576;61;(7-10);18;Santander;SabanaDeTorres;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;MAGARA;;Santander - 
23190320;PROVINCIA [23190320];-73,43499919;7,402501776;127;1555;55;(7-11);18;Santander;SabanaDeTorres;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;CANELO;;Santander - 
23190420;NORMA LA [23190420];-73,56666352;7,566664824;69;1573;44;(7-10);18;Santander;SabanaDeTorres;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;VILLA DE EVA;;Santander - 
23190530;COOPERATIVA LA [23190530];-73,44999591;7,450003944;97;1564;40;(7-11);18;Santander;SabanaDeTorres;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;VENECIA;;Santander - 
23190560;SAN RAFAEL [23190560];-73,55971813;7,574446833;74;1571;85;(7-10);18;Santander;SabanaDeTorres;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;VILLA DE EVA;;Santander - 
23195120;SABANA DE TORRES [23195120];-73,39999633;7,4000008;109;1560;1;(7-11);18;Santander;SabanaDeTorres;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;PTO SANTO;;Santander - 
23195170;PROVINCIA [23195170];-73,43499919;7,402501776;127;1555;32;(7-11);18;Santander;SabanaDeTorres;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;CANELO;;Santander - 
24060040;AGUASCLARAS [24060040];-73,54805278;7,264170874;132;1553;87;(7-10);18;Santander;SabanaDeTorres;MagdalenaCauca;RioSogamoso;AGUAS CLARAS;;Santander - 
24060080;PAYOA 5 [24060080];-73,49083136;7,270281213;181;1538;70;(7-10);18;Santander;SabanaDeTorres;MagdalenaCauca;RioSogamoso;PAYOA CINCO;;Santander - 
26230190;ORO EL [26230190];-75,76666535;6,933331448;2333;1000;32;(6-5);8;Antioquia;Sabanalarga;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdivia;EL ORO;Occidente;Antioquia - Occidente
26230200;SABANALARGA [26230200];-75,81480636;6,846003266;902;1331;88;(6-5);8;Antioquia;Sabanalarga;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdivia;SAN CRISTOBAL PENA;Occidente;Antioquia - Occidente
24015360;SABOYA LA GRANJA [24015360];-73,75899801;5,696219436;2567;954;89;(3-10);3;Boyaca;Saboya;MagdalenaCauca;RioSuarez;EL RESGUARDO;;Boyaca - 
25020140;SAHAGUN - AUT [25020140];-75,44999998;8,949999023;83;1568;98;(10-6);13;Cordoba;Sahagun;Caribe;BajoSinu;;;Cordoba - 
25020720;JOBO EL TABLON [25020720];-75,38361313;8,637223833;94;1565;87;(10-6);13;Cordoba;Sahagun;MagdalenaCauca;CaucaSanJorgeLaMojana;VEREDA EL CRUCERO;;Cordoba - 
25021210;TREMENTINO [25021210];-75,46999591;8,819996369;136;1552;89;(10-6);13;Cordoba;Sahagun;MagdalenaCauca;CaucaSanJorgeLaMojana;VEREDA TREMENTINO;;Cordoba - 
25025170;COLOMBOY [25025170];-75,49883251;8,740863382;151;1547;85;(10-6);13;Cordoba;Sahagun;MagdalenaCauca;CaucaSanJorgeLaMojana;VEREDA COLOMBOY;;Cordoba - 
26160080;SALAMINA CONC BARC [26160080];-75,48930788;5,395446167;1834;1105;97;(3-6);20;Caldas;Salamina;MagdalenaCauca;RioTapiasyotrosdirectosalCauca;;;Caldas - 
26180250;VALLE ALTO - AUT [26180250];-75,31777686;5,34999732;3299;824;39;(2-6);13;Caldas;Salamina;MagdalenaCauca;RioArma;GUAYAQUIL;;Caldas - 
26180260;MIRANDA LA [26180260];-75,33358045;5,427171137;2923;888;32;(3-6);20;Caldas;Salamina;MagdalenaCauca;RioArma;EL CAÑON;;Caldas - 
26185040;SAN FELIX [26185040];-75,37533528;5,372943657;2850;902;93;(3-6);20;Caldas;Salamina;MagdalenaCauca;RioArma;EL CEDRAL;;Caldas - 
26120160;SALENTO [26120160];-75,56917047;4,636274965;1982;1073;82;(1-6);24;Quindio;Salento;MagdalenaCauca;RioLaVieja;;;Quindio - 
26210110;PENALISA [26210110];-75,86116645;5,934914477;558;1426;97;(4-5);12;Antioquia;Salgar;MagdalenaCauca;RioSanJuan;PEÑALISA;SUROESTE;Antioquia - Suroeste
23055040;SAMANA [23055040];-74,99921878;5,41944308;1486;1184;85;(3-7);5;Caldas;Samana;MagdalenaCauca;RioLaMiel(Samana);SEGOVIA;;Caldas - 
23055080;FLORENCIA [23055080];-75,05000186;5,533331871;1443;1195;18;(3-7);5;Caldas;Samana;MagdalenaCauca;RioLaMiel(Samana);SANTAMARIA;;Caldas - 
23190110;LIBANO EL [23190110];-73,42805244;7,838059384;100;1563;84;(8-11);5;Cesar;SanAlberto;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;EL PESCADO;;Cesar - 
23190500;SAN ALBERTO [23190500];-73,38833439;7,759723954;119;1557;88;(8-11);5;Cesar;SanAlberto;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;MONTERREY;;Cesar - 
23195140;LLANA LA [23195140];-73,53333561;7,733334121;62;1575;24;(8-10);4;Cesar;SanAlberto;MagdalenaCauca;RioLebrijayotrosdirectosalMagdalena;LOS TENDIDOS;;Cesar - 
26230110;SAN ANDRES [26230110];-75,66985676;6,909830442;1856;1100;98;(6-6);14;Antioquia;SanAndres;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdivia;EL BARRO;Norte;Antioquia - Norte
26230130;CRUCES ARRIBA [26230130];-75,60961111;6,887192617;2778;915;94;(6-6);14;Antioquia;SanAndres;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdivia;CRUCES;Norte;Antioquia - Norte
26230240;ABERTURA LA [26230240];-75,70483695;6,900195529;2529;961;47;(6-6);14;Antioquia;SanAndres;MagdalenaCauca;DirectosRioCaucaentreRioSanJuanyPtoValdivia;LA CIENAGA;Norte;Antioquia - Norte
13070440;VILLA MARCELA [13070440];-75,7188923;9,352223847;122;1556;57;(11-6);5;Cordoba;SanAntero;Caribe;LitoralDirectosCaribeGolfodeMorrosquillo;CERRO PETRONA;;Cordoba - 
25020490;SAN BENITO A VILLA [25020490];-75,03333291;8,933332569;22;1588;5;(10-7);9;Sucre;SanBenitoAbad;MagdalenaCauca;CaucaSanJorgeLaMojana;SIN DEFINIR;;Sucre - 
25020570;PALITO [25020570];-75,03333445;8,949999328;24;1587;29;(10-7);9;Sucre;SanBenitoAbad;MagdalenaCauca;CaucaSanJorgeLaMojana;SIN DEFINIR;;Sucre - 
25020760;SANTIAGO APOSTOL [25020760];-74,94055449;9,004723595;23;1587;89;(11-7);1;Sucre;SanBenitoAbad;MagdalenaCauca;CaucaSanJorgeLaMojana;SIN DEFINIR;;Sucre - 
13070010;LIMON EL [13070010];-75,93750443;9,336111791;5;1593;88;(11-5);13;Cordoba;SanBernardoDelViento;Caribe;BajoSinu;SIN DEFINIR;;Cordoba - 
13085030;SAN BERNARDO DEL VIENTO [13085030];-75,9500007;9,369996788;3;1594;93;(11-5);13;Cordoba;SanBernardoDelViento;Caribe;BajoSinu;SIN DEFINIR;;Cordoba - 
13070090;SAN CARLOS [13070090];-75,70138886;8,790553124;9;1592;96;(10-6);13;Cordoba;SanCarlos;Caribe;BajoSinu;;;Cordoba - 
13070100;SANTA ROSA [13070100];-75,60141326;8,741112809;111;1560;96;(10-6);13;Cordoba;SanCarlos;Caribe;BajoSinu;SANTA ROSA;;Cordoba - 
13070110;CARRIZAL [13070110];-75,75352982;8,681944842;23;1587;98;(10-5);28;Cordoba;SanCarlos;Caribe;BajoSinu;CIENAGITA;;Cordoba - 
13070120;CALLEMAR [13070120];-75,67777939;8,69749894;49;1579;95;(10-6);13;Cordoba;SanCarlos;Caribe;BajoSinu;TREMENTINO;;Cordoba - 
13070170;BUENOS AIRES 1 [13070170];-75,74972584;8,772776464;10;1591;81;(10-5);28;Cordoba;SanCarlos;Caribe;BajoSinu;EL HATO;;Cordoba - 
13070190;COROZA 2 [13070190];-75,76500008;8,80472513;9;1592;82;(10-5);28;Cordoba;SanCarlos;Caribe;BajoSinu;CORREGIMIENTO LOS VENADOS CAMPANITO;;Cordoba - 
23080490;SAN CARLOS [23080490];-74,98333033;6,200004033;1064;1289;33;(4-7);13;Antioquia;SanCarlos;MagdalenaCauca;RioNare;CañaVERAL;Oriente;Antioquia - Oriente
23080800;PATIO BONITO [23080800];-74,89999661;6,183331953;946;1320;36;(4-7);13;Antioquia;SanCarlos;MagdalenaCauca;RioNare;PATIO BONITO;Oriente;Antioquia - Oriente
23080810;JORDAN EL [23080810];-74,82811173;6,249497555;824;1352;66;(4-7);13;Antioquia;SanCarlos;MagdalenaCauca;RioNare;PARAGUAS;Oriente;Antioquia - Oriente
23080930;POPO EL [23080930];-74,98333033;6,200004033;1064;1289;20;(4-7);13;Antioquia;SanCarlos;MagdalenaCauca;RioNare;CañaVERAL;Oriente;Antioquia - Oriente
23085010;CALDERAS [23085010];-75,06666843;6,1499973;1578;1163;5;(4-7);13;Antioquia;SanCarlos;MagdalenaCauca;RioNare;HONDITA;Oriente;Antioquia - Oriente
23085130;SAN CARLOS [23085130];-74,98333033;6,200004033;1064;1289;11;(4-7);13;Antioquia;SanCarlos;MagdalenaCauca;RioNare;CañaVERAL;Oriente;Antioquia - Oriente
23085220;SAN CARLOS [23085220];-75,03891999;6,157664945;1135;1271;68;(4-7);13;Antioquia;SanCarlos;MagdalenaCauca;RioNare;DOSQUEBRADAS;Oriente;Antioquia - Oriente
23125070;SAN CAYETANO [23125070];-74,06666957;5,300002729;2142;1039;55;(2-9);6;Cundinamarca;SanCayetano;MagdalenaCauca;RioCarare(Minero);EL CENTRO;;Cundinamarca - 
